,name,link,path
468,Commercial and Industrial Internet of Things Applications with the Raspberry Pi: Prototyping IoT Solutions,http://51.195.220.149/getBook.php?id=469,Uncategorized
469,The IoT Hackerâs Handbook: A Practical Guide to Hacking the Internet of Things,http://51.195.220.149/getBook.php?id=470,Computers-Security
470,Beginning Ring Programming: From Novice to Professional,http://51.195.220.149/getBook.php?id=471,Uncategorized
471,Spark in Action,http://51.195.220.149/getBook.php?id=472,Uncategorized
472,Responsive Web Design with HTML5 and CSS: Develop future-proof responsive websites using the latest HTML5 and CSS techniques,http://51.195.220.149/getBook.php?id=473,Uncategorized
473,"Mobile Deep Learning with TensorFlow Lite, ML Kit and Flutter: Build scalable real-world projects to implement end-to-end neural networks on Android and iOS",http://51.195.220.149/getBook.php?id=474,Uncategorized
474,Flask Web Development: Developing Web Applications with Python,http://51.195.220.149/getBook.php?id=475,Computers-Web-design
475,PHP 7 Solutions: Dynamic Web Design Made Easy,http://51.195.220.149/getBook.php?id=476,Uncategorized
476,Programming with Types,http://51.195.220.149/getBook.php?id=477,Computers-Programming: Programming Languages
477,Aws Certified Developer Official Study Guide: Associate (Dva-C01) Exam,http://51.195.220.149/getBook.php?id=478,Uncategorized
478,Deep Learning for Vision Systems,http://51.195.220.149/getBook.php?id=479,Computers-Cybernetics: Artificial Intelligence
479,Spring Security in Action,http://51.195.220.149/getBook.php?id=480,Uncategorized
480,Flutter Recipes: Mobile Development Solutions for iOS and Android,http://51.195.220.149/getBook.php?id=481,Uncategorized
481,Getting Structured Data from the Internet: Running Web Crawlers/Scrapers on a Big Data Production Scale,http://51.195.220.149/getBook.php?id=482,Uncategorized
482,Blazor Revealed: Building Web Applications in .NET,http://51.195.220.149/getBook.php?id=483,Computers-Web-design
483,Strengthening Deep Neural Networks: Making AI Less Susceptible to Adversarial Trickery,http://51.195.220.149/getBook.php?id=484,Computers-Cybernetics: Artificial Intelligence
484,Mastering Ethereum,http://51.195.220.149/getBook.php?id=485,Computers-Algorithms and Data Structures: Cryptography
485,Cloud Native DevOps with Kubernetes,http://51.195.220.149/getBook.php?id=486,Computers-Networking: Internet
486,Expert T-SQL window functions in SQL Server 2019: the hidden secret to fast analytic and reporting queries,http://51.195.220.149/getBook.php?id=487,Uncategorized
487,Numerical C: Applied Computational Programming with Case Studies,http://51.195.220.149/getBook.php?id=488,Computers-Programming: Programming Languages
488,Dynamics 365 Essentials: Getting Started with Dynamics 365 Apps in the Common Data Service,http://51.195.220.149/getBook.php?id=489,Uncategorized
489,Microsoft Azure Infrastructure Services for Architects: Designing Cloud Solutions,http://51.195.220.149/getBook.php?id=490,Uncategorized
490,Python for Finance Cookbook: Over 50 recipes for applying modern Python libraries to quantitative finance to analyze data,http://51.195.220.149/getBook.php?id=491,Computers-Programming: Programming Languages
491,AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence,http://51.195.220.149/getBook.php?id=492,Uncategorized
492,Amazon Web Services in Action,http://51.195.220.149/getBook.php?id=493,Computers-Networking: Internet
493,Pro CDI 2 in Java EE 8 - An In-Depth Guide to Context and Dependency Injection.,http://51.195.220.149/getBook.php?id=494,Computers-Programming: Libraries API
494,Essential Angular for ASP.NET Core MVC 3,http://51.195.220.149/getBook.php?id=495,Computers-Programming
495,Deep Learning for Coders with fastai and PyTorch,http://51.195.220.149/getBook.php?id=496,Uncategorized
496,"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics",http://51.195.220.149/getBook.php?id=497,Uncategorized
497,,http://51.195.220.149/getBook.php?id=498,Uncategorized
498,SAS Stored Processes: A Practical Guide to Developing Web Applications,http://51.195.220.149/getBook.php?id=499,Uncategorized
499,Practical Cyber Forensics. An Incident-based Approach to  Forensic Investigations,http://51.195.220.149/getBook.php?id=500,Uncategorized
500,LPI Linux Essentials Study Guide: Exam 010 v1.6,http://51.195.220.149/getBook.php?id=501,Uncategorized
501,Deep Learning for Coders with fastai and PyTorch: AI Applications Without a PhD,http://51.195.220.149/getBook.php?id=502,Computers-Cybernetics: Artificial Intelligence
502,Microservices Patterns: With examples in Java,http://51.195.220.149/getBook.php?id=503,Computers-Web-design
503,AWS Certified Data Analytics Study Guide: Specialty (DAS-C01) Exam,http://51.195.220.149/getBook.php?id=504,Computers-Databases
504,Architecting enterprise blockchain solutions,http://51.195.220.149/getBook.php?id=505,Uncategorized
505,Learn Java for Android Development - Migrating Java SE Programming Skills to Mobile Development.,http://51.195.220.149/getBook.php?id=506,Uncategorized
506,Decoding Blockchain For Business: Understand The Tech And Prepare For The Blockchain Future,http://51.195.220.149/getBook.php?id=507,Uncategorized
507,Serverless Programming Cookbook - Practical solutions to building serverless applications using Java and AWS.,http://51.195.220.149/getBook.php?id=508,Uncategorized
508,"PolyBase Revealed: Data Virtualization with SQL Server, Hadoop, Apache Spark, and Beyond",http://51.195.220.149/getBook.php?id=509,Uncategorized
509,CompTIA security+ SYO-501 review guide,http://51.195.220.149/getBook.php?id=510,Uncategorized
510,"From Single to Scale: How a Single Person, Small Business, or an Entrepreneur Can Grow Their Business to Profit",http://51.195.220.149/getBook.php?id=511,Uncategorized
511,"Pro ASP.NET Core 3: Develop Cloud-Ready Web Applications Using MVC, Blazor, and Razor Pages",http://51.195.220.149/getBook.php?id=512,Uncategorized
512,"Dependency Injection Principles, Practices, and Patterns",http://51.195.220.149/getBook.php?id=513,Computers-Programming: Programming Languages
513,Lean Analytics Use Data to Build a Better Startup Faster (Audio Book),http://51.195.220.149/getBook.php?id=514,Uncategorized
514,Tableau Prep: Up & Running: Self-Service Data Preparation for Better Analysis,http://51.195.220.149/getBook.php?id=515,Uncategorized
515,Casp+ Comptia Advanced Security Practitioner Study Guide : Exam Cas-003,http://51.195.220.149/getBook.php?id=516,Uncategorized
516,Beginning Unreal Game Development: Foundation for Simple to Complex Games Using Unreal Engine 4,http://51.195.220.149/getBook.php?id=517,Uncategorized
517,Comptia Cysa+ Practice Tests: Exam Cs0-001,http://51.195.220.149/getBook.php?id=518,Uncategorized
518,Monolith to Microservices: Evolutionary Patterns to Transform Your Monolith,http://51.195.220.149/getBook.php?id=519,Computers-Programming
519,Remaining Relevant in Your Tech Career: When Change Is the Only Constant,http://51.195.220.149/getBook.php?id=520,Uncategorized
520,"Hands-On Exploratory Data Analysis with Python: Perform EDA techniques to understand, summarize, and investigate your data",http://51.195.220.149/getBook.php?id=521,Uncategorized
521,CompTIA Linux+ Study Guide: Exam XK0-004,http://51.195.220.149/getBook.php?id=522,Computers-Operating Systems
522,Hands-On Enterprise Automation on Linux: Efficiently perform large-scale Linux infrastructure automation with Ansible,http://51.195.220.149/getBook.php?id=523,Computers-Networking: Internet
523,The Unsupervised Learning Workshop: Get started with unsupervised learning algorithms and simplify your unorganized data to help make future predictions,http://51.195.220.149/getBook.php?id=524,Uncategorized
524,,http://51.195.220.149/getBook.php?id=525,Uncategorized
525,Technology Strategy Patterns: Architecture as Strategy,http://51.195.220.149/getBook.php?id=526,Business-Management
526,Virtual Reality with VRTK4 : Create Immersive VR Experiences Leveraging Unity3D and Virtual Reality Toolkit,http://51.195.220.149/getBook.php?id=527,Uncategorized
527,The Official (Isc)2 Sscp Cbk Reference,http://51.195.220.149/getBook.php?id=528,Computers-Security
528,"The C++  Workshop: A New, Interactive Approach to Learning C++",http://51.195.220.149/getBook.php?id=529,Uncategorized
529,"(ISC)Â²  SSCP Systems Security Certified Practitioner Official Study Guide, Second Edition",http://51.195.220.149/getBook.php?id=530,Computers-Security
530,Linux in Action,http://51.195.220.149/getBook.php?id=531,Computers-Operating Systems
531,Probabilistic Deep Learning with Python,http://51.195.220.149/getBook.php?id=532,Uncategorized
532,JavaScript: The Definitive Guide: Master the World's Most-Used Programming Language,http://51.195.220.149/getBook.php?id=533,Computers-Programming
533,Official Google Cloud Certified Associate Cloud Engineer Study Guide,http://51.195.220.149/getBook.php?id=534,Computers
534,Hands-On Artificial Intelligence for Banking: A practical guide to building intelligent financial applications using machine learning techniques,http://51.195.220.149/getBook.php?id=535,Uncategorized
535,Building an Enterprise Chatbot: Work with Protected Enterprise Data Using Open Source Frameworks,http://51.195.220.149/getBook.php?id=536,Uncategorized
536,Expert T-SQL Window Functions in SQL Server 2019: The Hidden Secret to Fast Analytic and Reporting Queries,http://51.195.220.149/getBook.php?id=537,Uncategorized
537,The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science,http://51.195.220.149/getBook.php?id=538,Computers
538,Inclusive Design for a Digital World: Designing with Accessibility in Mind,http://51.195.220.149/getBook.php?id=539,Uncategorized
539,Microservices Security in Action,http://51.195.220.149/getBook.php?id=540,Uncategorized
540,Modern Data Mining Algorithms in C++ and CUDA C: Recent Developments in Feature Extraction and Selection Algorithms for Data Science,http://51.195.220.149/getBook.php?id=541,Uncategorized
541,Elm in Action,http://51.195.220.149/getBook.php?id=542,Computers-Programming
542,Python Projects for Beginners: A Ten-Week Bootcamp Approach to Python Programming,http://51.195.220.149/getBook.php?id=543,Uncategorized
543,CCSP Official,http://51.195.220.149/getBook.php?id=544,Uncategorized
544,Mastering Docker: Enhance your containerization and DevOps skills to deliver production-ready applications,http://51.195.220.149/getBook.php?id=545,Computers-System Administration
545,JavaScript: The Definitive Guide: Master the World's Most-Used Programming Language,http://51.195.220.149/getBook.php?id=546,Uncategorized
546,Spring Boot Persistence Best Practices: Optimize Java Persistence Performance in Spring Boot Applications,http://51.195.220.149/getBook.php?id=547,Uncategorized
547,Grokking Bitcoin,http://51.195.220.149/getBook.php?id=548,Computers-Algorithms and Data Structures: Cryptography
548,"React and React Native: A complete hands-on guide to modern web and mobile development with React.js, 3rd Edition",http://51.195.220.149/getBook.php?id=549,Uncategorized
549,PHR and SPHR Professional in Human Resources Certification Complete Study Guide : 2018 Exams,http://51.195.220.149/getBook.php?id=550,Uncategorized
550,,http://51.195.220.149/getBook.php?id=551,Uncategorized
551,Hands-On One-shot Learning with Python: Learn to implement fast and accurate deep learning models with fewer training samples using PyTorch,http://51.195.220.149/getBook.php?id=552,Uncategorized
552,Event Streams in Action: Real-time event systems with Kafka and Kinesis,http://51.195.220.149/getBook.php?id=553,Computers-Programming
553,Learning GraphQL - Declarative Data Fetching For Modern Web Apps,http://51.195.220.149/getBook.php?id=554,Computers-Programming: Programming Languages
554,"Math for Programmers 3D graphics, machine learning, and simulations with Python Version 10",http://51.195.220.149/getBook.php?id=555,Uncategorized
555,"Practical R 4: Apply R to Data Manipulation, Processing, and Integration: Applying R to Data Manipulation, Processing and Integration",http://51.195.220.149/getBook.php?id=556,Uncategorized
556,Fighting Churn with Data,http://51.195.220.149/getBook.php?id=557,Computers-Cybernetics: Artificial Intelligence
557,Oracle DBA Mentor: Succeeding as an Oracle Database Administrator,http://51.195.220.149/getBook.php?id=558,Uncategorized
558,Mastering VBA 2019: For Microsoft Office 365: 2019 Edition,http://51.195.220.149/getBook.php?id=559,Uncategorized
559,MONETIZING MACHINE LEARNING: quickly turn python ml ideas into web applications on the ... serverless cloud,http://51.195.220.149/getBook.php?id=560,Uncategorized
560,Lean Entrepreneurship: Innovation in the Modern Enterprise,http://51.195.220.149/getBook.php?id=561,Uncategorized
561,,http://51.195.220.149/getBook.php?id=562,Uncategorized
562,"Concurrency in C# Cookbook: Asynchronous, Parallel, and Multithreaded Programming",http://51.195.220.149/getBook.php?id=563,Uncategorized
563,CSS Pocket Reference: Visual Presentation for the Web,http://51.195.220.149/getBook.php?id=564,Computers-Programming
564,Comptia A+ Complete Review Guide: Exam Core 1 220-1001 and Exam Core 2 220-1002,http://51.195.220.149/getBook.php?id=565,Uncategorized
565,CCSP Official (ISC)2 Practice Tests,http://51.195.220.149/getBook.php?id=566,Computers-Security
566,Docker in Practice,http://51.195.220.149/getBook.php?id=567,Computers-System Administration
567,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",http://51.195.220.149/getBook.php?id=568,Computers-Cybernetics: Artificial Intelligence
568,Hands-On Software Architecture with C# 8 and .NET Core 3,http://51.195.220.149/getBook.php?id=569,Computers-Programming
569,The Joys of Hashing: Hash Table Programming with C,http://51.195.220.149/getBook.php?id=570,Uncategorized
570,,http://51.195.220.149/getBook.php?id=571,Uncategorized
571,Unreal for Mobile and Standalone VR: Create Professional VR Apps Without Coding,http://51.195.220.149/getBook.php?id=572,Uncategorized
572,Microsoft Azure Infrastructure Services for Architects: Designing Cloud Solutions,http://51.195.220.149/getBook.php?id=573,Uncategorized
573,Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures,http://51.195.220.149/getBook.php?id=574,Uncategorized
574,"Kubernetes and Docker - An Enterprise Guide: Effectively containerize applications, integrate enterprise systems and scale applications in your enterprise",http://51.195.220.149/getBook.php?id=575,Uncategorized
575,CompTIA Cloud Essentials+ Study Guide: Exam CLO-002,http://51.195.220.149/getBook.php?id=576,Computers-Networking: Internet
576,"Modern C Quick Syntax Reference: A Pocket Guide to the Language, APIs, and Library",http://51.195.220.149/getBook.php?id=577,Computers-Programming: Programming Languages
577,C++ System Programming Cookbook: Practical recipes for Linux system-level programming using the latest C++ features,http://51.195.220.149/getBook.php?id=578,Uncategorized
578,"Designing distributed systems: patterns and paradigms for scalable, reliable services",http://51.195.220.149/getBook.php?id=579,Uncategorized
579,,http://51.195.220.149/getBook.php?id=580,Uncategorized
580,(ISC)Â² CISSP: certified information systems security professional: official practice tests,http://51.195.220.149/getBook.php?id=581,Uncategorized
581,Mining the Social Web Data Mining Facebook Twitter LinkedIn Instagram,http://51.195.220.149/getBook.php?id=582,Mathematics-Mathematicsematical Statistics
582,Data Versus Democracy: How Big Data Algorithms Shape Opinions and Alter the Course of History,http://51.195.220.149/getBook.php?id=583,Other Social Sciences-Politics
583,SQL Server 2019 Revealed: Including Big Data Clusters and Machine Learning,http://51.195.220.149/getBook.php?id=584,Uncategorized
584,Learn TensorFlow 2.0: Implement Machine Learning And Deep Learning Models With Python,http://51.195.220.149/getBook.php?id=585,Computers-Programming
585,"Machine Learning Applications Using Python: Cases Studies from Healthcare, Retail, and Finance",http://51.195.220.149/getBook.php?id=586,Computers-Cybernetics: Artificial Intelligence
586,Getting Started with Salesforce Einstein Analytics: A Beginnerâs Guide to Building Interactive Dashboards,http://51.195.220.149/getBook.php?id=587,Uncategorized
587,"Practical Oracle Cloud Infrastructure: Infrastructure As a Service, Autonomous Database, Managed Kubernetes, and Serverless",http://51.195.220.149/getBook.php?id=588,Uncategorized
588,Cloud Native Infrastructure: Patterns for Scalable Infrastructure and Applications in a Dynamic Environment,http://51.195.220.149/getBook.php?id=589,Computers-Databases
589,"Designing Distributed Systems: Patterns and Paradigms for Scalable, Reliable Services",http://51.195.220.149/getBook.php?id=590,Uncategorized
590,"Essential ASP.NET Web Forms Development: Full Stack Programming with C#, SQL, Ajax, and JavaScript",http://51.195.220.149/getBook.php?id=591,Uncategorized
591,CSS3 Quick Syntax Reference: A Pocket Guide to the Cascading Style Sheets Language,http://51.195.220.149/getBook.php?id=592,Uncategorized
592,Knative Cookbook: Building Effective Serverless Applications with Kubernetes and OpenShift,http://51.195.220.149/getBook.php?id=593,Uncategorized
593,Arduino Applied: Comprehensive Projects for Everyday Electronics,http://51.195.220.149/getBook.php?id=594,Technique-Electronics: Hardware
594,Lego Wind Energy: Green Energy Projects with Mindstorms Ev3,http://51.195.220.149/getBook.php?id=595,Technique-Energy: Renewable Energy
595,"Next-Generation Machine Learning with Spark: Covers XGBoost, LightGBM, Spark NLP, Distributed Deep Learning with Keras, and More",http://51.195.220.149/getBook.php?id=596,Uncategorized
596,Web Components in Action,http://51.195.220.149/getBook.php?id=597,Computers-Web-design
597,"Arduino Cookbook: Recipes to Begin, Expand, and Enhance Your Projects",http://51.195.220.149/getBook.php?id=598,Uncategorized
598,Jenkins 2: Up and Running: Evolve Your Deployment Pipeline for Next Generation Automation,http://51.195.220.149/getBook.php?id=599,Computers-Programming
599,Machine learning and security: protecting systems with data and algorithms,http://51.195.220.149/getBook.php?id=600,Uncategorized
600,Quick Start Guide to Dart Programming: Create High-Performance Applications for the Web and Mobile,http://51.195.220.149/getBook.php?id=601,Uncategorized
601,Using Installed Base Selling to Maximize Revenue: A Step-by-Step Approach to Achieving Long-Term Profitable Growth,http://51.195.220.149/getBook.php?id=602,Uncategorized
602,Get Programming with F#: A guide for .NET developers,http://51.195.220.149/getBook.php?id=603,Computers-Programming: Programming Languages
603,"Beginning Data Science, IoT, and AI on Single Board Computers: Core Skills and Real-World Application with the BBC micro:bit and XinaBox",http://51.195.220.149/getBook.php?id=604,Uncategorized
604,,http://51.195.220.149/getBook.php?id=605,Uncategorized
605,Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python,http://51.195.220.149/getBook.php?id=606,Uncategorized
606,Clean Ruby: A Guide to Crafting Better Code for Rubyists,http://51.195.220.149/getBook.php?id=607,Uncategorized
607,the APPLIED AI AND NATURAL LANGUAGE PROCESSING WORKSHOP - : learn how to use powerful natural... language processing techniques within your own art.,http://51.195.220.149/getBook.php?id=608,Uncategorized
608,BLENDER 3D BY EXAMPLE - : a project-based guide to learning blender 2.8 and eeve engine.,http://51.195.220.149/getBook.php?id=609,Uncategorized
609,"Spring in Action, 5th Edition",http://51.195.220.149/getBook.php?id=610,Computers-Web-design
610,Introducing Delphi ORM: Object Relational Mapping Using TMS Aurelius,http://51.195.220.149/getBook.php?id=611,Uncategorized
611,Grokking Deep Reinforcement Learning,http://51.195.220.149/getBook.php?id=612,Computers-Cybernetics: Artificial Intelligence
612,"Azure Storage, Streaming, and Batch Analytics A guide for data engineers",http://51.195.220.149/getBook.php?id=613,Uncategorized
613,"Hands-On Machine Learning with C++: Build, train, and deploy end-to-end machine learning and deep learning pipelines",http://51.195.220.149/getBook.php?id=614,Uncategorized
614,asyncio Recipes: A Problem-Solution Approach,http://51.195.220.149/getBook.php?id=615,Uncategorized
615,"iOS 13 programming fundamentals with Swift: Swift, Xcode, and Cocoa basics",http://51.195.220.149/getBook.php?id=616,Uncategorized
616,"The Applied Artificial Intelligence Workshop: Start working with AI today, to build games, design decision trees, and train your own machine learning models",http://51.195.220.149/getBook.php?id=617,Uncategorized
617,"R Data Science Quick Reference: A Pocket Guide to APIs, Libraries, and Packages",http://51.195.220.149/getBook.php?id=618,Uncategorized
618,Rock the Tech Stage: How the Best Speakers in Tech Present Ideas and Pitch Products,http://51.195.220.149/getBook.php?id=619,Psychology-The art of communication
619,,http://51.195.220.149/getBook.php?id=620,Uncategorized
620,"Learn Kubernetes Security: Securely orchestrate, scale, and manage your microservices in Kubernetes deployments",http://51.195.220.149/getBook.php?id=621,Uncategorized
621,Beginning SharePoint Communication Sites: Creating and Managing Professional Collaborative Experiences,http://51.195.220.149/getBook.php?id=622,Uncategorized
622,Oracle Digital Assistant: A Guide to Enterprise-Grade Chatbots,http://51.195.220.149/getBook.php?id=623,Uncategorized
623,"Beginning LoRa Radio Networks with Arduino: Build Long Range, Low Power Wireless IoT Networks",http://51.195.220.149/getBook.php?id=624,Uncategorized
624,Build a Next-Generation Digital Workplace: Transform Legacy Intranets to Employee Experience Platforms,http://51.195.220.149/getBook.php?id=625,Uncategorized
625,Introducing Jakarta EE CDI - Contexts and Dependency Injection for Enterprise Java Development.,http://51.195.220.149/getBook.php?id=626,Uncategorized
626,Building Single Page Applications in .NET Core 3: Jumpstart Coding Using Blazor and C#,http://51.195.220.149/getBook.php?id=627,Uncategorized
627,Powershell and Python Together: Targeting Digital Investigations,http://51.195.220.149/getBook.php?id=628,Computers-System Administration
628,Azure SQL Revealed: A Guide to the Cloud for SQL Server Professionals,http://51.195.220.149/getBook.php?id=629,Uncategorized
629,,http://51.195.220.149/getBook.php?id=630,Uncategorized
630,Cloud Debugging and Profiling in Microsoft Azure: Application Performance Management in the Cloud,http://51.195.220.149/getBook.php?id=631,Uncategorized
631,Customizing Dynamics 365: Implementing and Releasing Business Solutions,http://51.195.220.149/getBook.php?id=632,Uncategorized
632,Build Your Own Car Dashboard with a Raspberry Pi: Practical Projects to Build Your Own Smart Car,http://51.195.220.149/getBook.php?id=633,Uncategorized
633,The Docker Workshop: Learn how to use Docker containers effectively to speed up the development process,http://51.195.220.149/getBook.php?id=634,Uncategorized
634,Demystifying Smart Cities: Practical Perspectives On How Cities Can Leverage The Potential Of New Technologies,http://51.195.220.149/getBook.php?id=635,Computers-Networking
635,"Cybersecurity Ops with bash: Attack, Defend, and Analyze from the Command Line",http://51.195.220.149/getBook.php?id=636,Computers-Security
636,Learn Keras for deep neural networks: a fast-track approach to modern deep learning with Python,http://51.195.220.149/getBook.php?id=637,Uncategorized
637,"Innovative Tableau: 100 More Tips, Tutorials, and Strategies",http://51.195.220.149/getBook.php?id=638,Uncategorized
638,DevSecOps for .NET Core: Securing Modern Software Applications,http://51.195.220.149/getBook.php?id=639,Uncategorized
639,"Pro Spring Boot 2: An Authoritative Guide to Building Microservices, Web and Enterprise Applications, and Best Practices",http://51.195.220.149/getBook.php?id=640,Computers-Programming: Programming Languages
640,"MDM: Fundamentals, Security, and the Modern Desktop: Using Intune, Autopilot, and Azure to Manage, Deploy, and Secure Windows 10",http://51.195.220.149/getBook.php?id=641,Computers-System Administration
641,Learning Python Networking,http://51.195.220.149/getBook.php?id=642,Uncategorized
642,"Keeping Your AI Under Control: A Pragmatic Guide To Identifying, Evaluating, And Quantifying Risks",http://51.195.220.149/getBook.php?id=643,Computers-Cybernetics: Artificial Intelligence
643,"Agile Artificial Intelligence in Pharo: Implementing Neural Networks, Genetic Algorithms, and Neuroevolution",http://51.195.220.149/getBook.php?id=644,Uncategorized
644,The Inside Track to Excelling As a Business Analyst: Soft Skills That Can Accelerate Your Career,http://51.195.220.149/getBook.php?id=645,Uncategorized
645,Beginning Jakarta EE - Enterprise Edition for Java From Novice to Professional.,http://51.195.220.149/getBook.php?id=646,Uncategorized
646,Pro Tbb: C++ Parallel Programming with Threading Building Blocks,http://51.195.220.149/getBook.php?id=647,Computers-Programming: Libraries API
647,"Learning PHP, MySQL & JavaScript: With jQuery, CSS & HTML5 (Early Release 5th)",http://51.195.220.149/getBook.php?id=648,Uncategorized
648,Game Programming with Unity and C#: A Complete Beginnerâs Guide,http://51.195.220.149/getBook.php?id=649,Uncategorized
649,"The Machine Learning Workshop: Get ready to develop your own high-performance machine learning algorithms with scikit-learn, 2nd Edition",http://51.195.220.149/getBook.php?id=650,Uncategorized
650,,http://51.195.220.149/getBook.php?id=651,Uncategorized
651,Developing Inclusive Mobile Apps: Building Accessible Apps for iOS and Android,http://51.195.220.149/getBook.php?id=652,Uncategorized
652,Webpack 5 Up and Running: A quick and practical introduction to the JavaScript application bundler,http://51.195.220.149/getBook.php?id=653,Uncategorized
653,Micro Frontends in Action,http://51.195.220.149/getBook.php?id=654,Uncategorized
654,Mastering Modular JavaScript,http://51.195.220.149/getBook.php?id=655,Uncategorized
655,Web scraping with Python: collecting more data from the modern web,http://51.195.220.149/getBook.php?id=656,Uncategorized
656,,http://51.195.220.149/getBook.php?id=657,Uncategorized
657,,http://51.195.220.149/getBook.php?id=658,Uncategorized
658,Practical Flutter: Improve your Mobile Development with Googleâs Latest Open-Source SDK,http://51.195.220.149/getBook.php?id=659,Uncategorized
659,,http://51.195.220.149/getBook.php?id=660,Uncategorized
660,Windows Operating System Fundamentals,http://51.195.220.149/getBook.php?id=661,Computers-Operating Systems
661,,http://51.195.220.149/getBook.php?id=662,Uncategorized
662,Game Programming with Unity and C#: A Complete Beginnerâs Guide,http://51.195.220.149/getBook.php?id=663,Uncategorized
663,Extending Microsoft Dynamics 365 Finance and Supply Chain Management,http://51.195.220.149/getBook.php?id=664,Uncategorized
664,Network Programmability and Automation: Skills for the Next-Generation Network Engineer,http://51.195.220.149/getBook.php?id=665,Computers-Networking
665,CEH v10 : certified ethical hacker study guide,http://51.195.220.149/getBook.php?id=666,Uncategorized
666,Designing Microservices with Django: An Overview of Tools and Practices,http://51.195.220.149/getBook.php?id=667,Uncategorized
667,(ISC)2 SSCP Systems Security Certified Practitioner Official Practice Tests,http://51.195.220.149/getBook.php?id=668,Uncategorized
668,Learn Linux Quickly: A beginner-friendly guide to getting up and running with the world's most powerful operating system,http://51.195.220.149/getBook.php?id=669,Uncategorized
669,Webpack for Beginners: Your Step by Step Guide to Learning Webpack 4,http://51.195.220.149/getBook.php?id=670,Uncategorized
670,Aws Certified Advanced Networking Official Study Guide: Specialty Exam,http://51.195.220.149/getBook.php?id=671,Computers-Networking: Internet
671,"The Deep Learning with Keras Workshop: An Interactive Approach to Understanding Deep Learning with Keras, 2nd Edition",http://51.195.220.149/getBook.php?id=672,Uncategorized
672,Design for How People Think: Using Brain Science to Build Better Products,http://51.195.220.149/getBook.php?id=673,Computers-Programming
673,Building Chatbots with Python: Using Natural Language Processing and Machine Learning,http://51.195.220.149/getBook.php?id=674,Computers-Cybernetics: Artificial Intelligence
674,Continuous Delivery in Java: Essential Tools and Best Practices for Deploying Code to Production,http://51.195.220.149/getBook.php?id=675,Uncategorized
675,"Building Android Apps in Python Using Kivy with Android Studio: With Pyjnius, Plyer, and Buildozer",http://51.195.220.149/getBook.php?id=676,Uncategorized
676,CASP+ Practice Tests,http://51.195.220.149/getBook.php?id=677,Uncategorized
677,"Learning Swift: Building Apps for macOS, iOS, and Beyond",http://51.195.220.149/getBook.php?id=678,Computers-Programming
678,,http://51.195.220.149/getBook.php?id=679,Uncategorized
679,"Mastering 3D Printing: A Guide to Modeling, Printing, and Prototyping",http://51.195.220.149/getBook.php?id=680,Uncategorized
680,Kubernetes: Up and Running: Dive into the Future of Infrastructure,http://51.195.220.149/getBook.php?id=681,Computers-Networking: Internet
681,Amazon web services for mobile developers : building apps with AWS,http://51.195.220.149/getBook.php?id=682,Uncategorized
682,Comptia Cloud+ Study Guide: Exam Cv0-002,http://51.195.220.149/getBook.php?id=683,Computers
683,Oracle Visual Builder Cloud Service Revealed: Rapid Application Development for Web and Mobile,http://51.195.220.149/getBook.php?id=684,Uncategorized
684,Bug Bounty Hunting For Web Security: Find And Exploit Vulnerabilities In Web Sites And Applications,http://51.195.220.149/getBook.php?id=685,Computers-Security
685,Pro React 16,http://51.195.220.149/getBook.php?id=686,Computers-Programming: Libraries API
686,"Introducing Dart Sass: A Practical Introduction to the Replacement for Sass, Built on Dart",http://51.195.220.149/getBook.php?id=687,Uncategorized
687,"DAX Cookbook ; Over 120 recipes to enhance your business with analytics, reporting, and business intelligence",http://51.195.220.149/getBook.php?id=688,Uncategorized
688,Beginning Game Development with Amazon Lumberyard: Create 3D Games Using Amazon Lumberyard and Lua,http://51.195.220.149/getBook.php?id=689,Uncategorized
689,Hands-On Python Natural Language Processing: Explore tools and techniques to analyze and process text with a view to building real-world NLP applications,http://51.195.220.149/getBook.php?id=690,Uncategorized
690,"Practical Autodesk AutoCAD 2021 and AutoCAD LT 2021: A no-nonsense, beginner's guide to drafting and 3D modeling with Autodesk AutoCAD",http://51.195.220.149/getBook.php?id=691,Uncategorized
691,"Apple macOS and iOS System Administration: Integrating and Supporting iPhones, iPads, and MacBooks",http://51.195.220.149/getBook.php?id=692,Uncategorized
692,"Solving Identity Management In Modern Applications: Demystifying OAuth 2.0, OpenID Connect, And SAML 2.0",http://51.195.220.149/getBook.php?id=693,Computers-Security
693,"Ensemble Learning for Ai Developers: Learn Bagging, Stacking, and Boosting Methods With Use Cases",http://51.195.220.149/getBook.php?id=694,Uncategorized
694,Beginning Anomaly Detection Using Python-Based Deep Learning: With Keras and PyTorch,http://51.195.220.149/getBook.php?id=695,Uncategorized
695,Jenkins Fundamentals,http://51.195.220.149/getBook.php?id=696,Uncategorized
696,Beginning Radio Communications: Radio Projects and Theory,http://51.195.220.149/getBook.php?id=697,Technique-Electronics: Radio
